PosX	PosY	PosZ		ForceX	ForceY	ForceZ		ThetaX	ThetaY	ThetaZ		TorqueX	TorqueY	TorqueZ		EstTorqueX	EstTorqueY	EstTorqueZ		ResidTorqueX	ResidTorqueY	ResidTorqueZ
3.5	-0.2	0		0	0	140		1.12	-9.12	-0.31		-28	-490	0		-29.16	-437.46	0		1.16	-52.54	0
3.5	-0.2	0		0	0	140		1.19	-9.31	0.06		-28	-490	0		-27.49	-442.24	0		-0.51	-47.76	0
3.5	-0.2	0		0	0	140		1.12	-9.19	-0.31		-28	-490	0		-28.97	-440.5	0		0.97	-49.5	0
3.5	-0.2	0		0	0	160		1.44	-10.81	-0.38		-32	-560	0		-39.52	-517.56	0		7.52	-42.44	0
3.5	-0.2	0		0	0	160		1.25	-10.62	-0.44		-32	-560	0		-31.92	-510.61	0		-0.08	-49.39	0
3.5	-0.2	0		0	0	160		1.38	-10.81	-0.81		-32	-560	0		-41.3	-522.53	0		9.3	-37.47	0
3.5	-0.2	0		0	0	180		1.5	-12.44	-0.44		-36	-630	0		-38.29	-596.65	0		2.29	-33.35	0
3.5	-0.2	0		0	0	180		1.5	-12.38	-0.44		-36	-630	0		-38.48	-593.61	0		2.48	-36.39	0
3.5	-0.2	0		0	0	180		1.62	-12.5	-0.5		-36	-630	0		-44.67	-599.32	0		8.67	-30.68	0
3.5	-0.2	0		0	0	200		1.56	-14.38	-0.44		-40	-700	0		-35.46	-690.28	0		-4.54	-9.72	0
3.5	-0.2	0		0	0	200		2.06	-14.94	-0.56		-40	-700	0		-58.68	-714.85	0		18.68	14.85	0
3.5	-0.2	0		0	0	200		1.69	-13.62	-0.5		-40	-700	0		-44.26	-653.47	0		4.26	-46.53	0
3.5	-0.2	0		0	0	220		2.06	-15.5	-0.56		-44	-770	0		-57.01	-742.18	0		13.01	-27.82	0
3.5	-0.2	0		0	0	220		2	-15.44	-1.25		-44	-770	0		-61.67	-746.66	0		17.67	-23.34	0
3.5	-0.2	0		0	0	220		1.94	-15.44	-1		-44	-770	0		-56.03	-744.62	0		12.03	-25.38	0
3.1	0.4	0		0	0	20		0	-0.81	0		8	-62	0		2.42	-39.48	0		5.58	-22.52	0
3.1	0.4	0		0	0	20		-0.06	-0.81	0		8	-62	0		5.37	-39.98	0		2.63	-22.02	0
3.1	0.4	0		0	0	20		0	-0.94	0		8	-62	0		2.8	-45.55	0		5.2	-16.45	0
3.1	0.4	0		0	0	40		-0.19	-2	-0.06		16	-124	0		14.12	-99.32	0		1.88	-24.68	0
3.1	0.4	0		0	0	40		-0.12	-1.88	-0.06		16	-124	0		10.8	-92.75	0		5.2	-31.25	0
3.1	0.4	0		0	0	40		-0.12	-1.81	-0.06		16	-124	0		10.62	-89.71	0		5.38	-34.29	0
3.1	0.4	0		0	0	60		-0.19	-2.94	-0.12		24	-186	0		16.24	-145.51	0		7.76	-40.49	0
3.1	0.4	0		0	0	60		-0.25	-2.75	-0.12		24	-186	0		18.63	-136.91	0		5.37	-49.09	0
3.1	0.4	0		0	0	60		-0.25	-3	-0.12		24	-186	0		19.37	-149.05	0		4.63	-36.95	0
3.1	0.4	0		0	0	80		-0.31	-3.75	-0.06		32	-248	0		25.23	-185.36	0		6.77	-62.64	0
3.1	0.4	0		0	0	80		-0.25	-3.88	-0.19		32	-248	0		21.3	-192.2	0		10.7	-55.8	0
3.1	0.4	0		0	0	80		-0.19	-3.81	-0.19		32	-248	0		18.17	-188.66	0		13.83	-59.34	0
3.1	0.4	0		0	0	100		-0.31	-5.12	-0.19		40	-310	0		27.98	-253.44	0		12.02	-56.56	0
3.1	0.4	0		0	0	100		-0.25	-5	-0.12		40	-310	0		25.33	-246.23	0		14.67	-63.77	0
3.1	0.4	0		0	0	100		-0.25	-5	-0.19		40	-310	0		24.66	-246.86	0		15.34	-63.14	0
3.1	0.4	0		0	0	120		-0.38	-5.88	-0.19		48	-372	0		33.16	-290.39	0		14.84	-81.61	0
3.1	0.4	0		0	0	120		-0.44	-6.19	-0.25		48	-372	0		36.36	-306.71	0		11.64	-65.29	0
3.1	0.4	0		0	0	120		-0.19	-6.5	-0.25		48	-372	0		25.51	-319.88	0		22.49	-52.12	0
3.1	0.4	0		0	0	140		-0.44	-7.31	-0.31		56	-434	0		39.04	-362.01	0		16.96	-71.99	0
3.1	0.4	0		0	0	140		-0.31	-7.5	-0.31		56	-434	0		33.71	-370.11	0		22.29	-63.89	0
3.1	0.4	0		0	0	140		-0.56	-8.06	-0.31		56	-434	0		47.16	-399.46	0		8.84	-34.54	0
3.1	0.4	0		0	0	160		-0.69	-8.88	-0.38		64	-496	0		54.8	-440.58	0		9.2	-55.42	0
3.1	0.4	0		0	0	160		-0.44	-8.88	-0.38		64	-496	0		43.02	-438.56	0		20.98	-57.44	0
3.1	0.4	0		0	0	160		-0.5	-8	-0.31		64	-496	0		44.03	-395.92	0		19.97	-100.08	0
3.1	0.4	0		0	0	180		-0.69	-10.06	-0.31		72	-558	0		59.01	-497.64	0		12.99	-60.36	0
3.1	0.4	0		0	0	180		-0.81	-10.44	-0.38		72	-558	0		65.34	-517.51	0		6.66	-40.49	0
3.1	0.4	0		0	0	180		-0.44	-10	-0.5		72	-558	0		45.02	-494.5	0		26.98	-63.5	0
3.1	0.4	0		0	0	200		-0.69	-11	-0.38		80	-620	0		61.13	-543.83	0		18.87	-76.17	0
3.1	0.4	0		0	0	200		-0.69	-11.62	-0.38		80	-620	0		62.99	-574.19	0		17.01	-45.81	0
3.1	0.4	0		0	0	200		-0.69	-11.44	-0.44		80	-620	0		61.76	-565.72	0		18.24	-54.28	0
3.1	0.4	0		0	0	220		-0.94	-13.44	-0.5		88	-682	0		78.82	-665.55	0		9.18	-16.45	0
3.1	0.4	0		0	0	220		-0.81	-12.88	-0.44		88	-682	0		71.93	-636.57	0		16.07	-45.43	0
3.1	0.4	0		0	0	220		-0.75	-13.19	-0.56		88	-682	0		68.57	-652.53	0		19.43	-29.47	0
3.1	0.4	0		0	0	240		-1	-13.44	-1.31		96	-744	0		73	-674.34	0		23	-69.66	0
3.1	0.4	0		0	0	240		-0.75	-13.94	-0.5		96	-744	0		71.48	-688.33	0		24.52	-55.67	0
3.1	0.4	0		0	0	240		-0.94	-14.94	-0.5		96	-744	0		83.3	-738.43	0		12.7	-5.57	0
3.1	0.4	0		0	0	260		-1	-16	-0.62		104	-806	0		88.06	-791.83	0		15.94	-14.17	0
3.1	0.4	0		0	0	260		-0.94	-15.94	-0.62		104	-806	0		84.93	-788.29	0		19.07	-17.71	0
3.1	0.4	0		0	0	260		-1.06	-16.25	-0.75		104	-806	0		90.4	-805.76	0		13.6	-0.24	0
3.1	0.1	0		0	0	20		0	-0.75	0		2	-62	0		2.24	-36.44	0		-0.24	-25.56	0
3.1	0.1	0		0	0	20		0	-0.94	-0.06		2	-62	0		2.12	-46.19	0		-0.12	-15.81	0
3.1	0.1	0		0	0	20		0	-0.62	-0.06		2	-62	0		1.19	-31	0		0.81	-31	0
3.1	0.1	0		0	0	40		0.06	-1.81	-0.06		4	-124	0		1.79	-88.2	0		2.21	-35.8	0
3.1	0.1	0		0	0	40		0.06	-2.06	-0.06		4	-124	0		2.53	-100.34	0		1.47	-23.66	0
3.1	0.1	0		0	0	40		0	-1.69	0		4	-124	0		5.03	-81.99	0		-1.03	-42.01	0
3.1	0.1	0		0	0	60		0.06	-2.75	-0.06		6	-186	0		4.58	-133.75	0		1.42	-52.25	0
3.1	0.1	0		0	0	60		0	-3	0		6	-186	0		8.94	-145.76	0		-2.94	-40.24	0
3.1	0.1	0		0	0	60		0	-2.75	-0.06		6	-186	0		7.52	-134.25	0		-1.52	-51.75	0
3.1	0.1	0		0	0	80		0	-3.38	-0.12		8	-248	0		8.71	-165.25	0		-0.71	-82.75	0
3.1	0.1	0		0	0	80		0.06	-3.88	-0.12		8	-248	0		7.26	-189.04	0		0.74	-58.96	0
3.1	0.1	0		0	0	80		0.06	-3.81	-0.12		8	-248	0		7.07	-186.01	0		0.93	-61.99	0
3.1	0.1	0		0	0	100		0.12	-4.75	-0.19		10	-310	0		6.25	-231.69	0		3.75	-78.31	0
3.1	0.1	0		0	0	100		0.12	-4.94	-0.19		10	-310	0		6.81	-240.8	0		3.19	-69.2	0
3.1	0.1	0		0	0	100		0	-4.62	-1.12		10	-310	0		1.64	-236.19	0		8.36	-73.81	0
3.1	0.1	0		0	0	120		0.19	-5	-0.19		12	-372	0		4.05	-243.33	0		7.95	-128.67	0
3.1	0.1	0		0	0	120		0.19	-6.25	-0.12		12	-372	0		8.45	-303.43	0		3.55	-68.57	0
3.1	0.1	0		0	0	120		0.12	-6	-0.25		12	-372	0		9.3	-293.06	0		2.7	-78.94	0
3.1	0.1	0		0	0	140		0.25	-7.56	-0.31		14	-434	0		7.4	-368.61	0		6.6	-65.39	0
3.1	0.1	0		0	0	140		0.12	-7.5	-0.25		14	-434	0		13.77	-365.94	0		0.23	-68.06	0
3.1	0.1	0		0	0	140		0.19	-7.56	-0.31		14	-434	0		10.34	-369.11	0		3.66	-64.89	0
3.1	0.1	0		0	0	160		0.25	-8.56	-0.31		16	-496	0		10.38	-417.19	0		5.62	-78.81	0
3.1	0.1	0		0	0	160		0.31	-8.69	-0.31		16	-496	0		7.81	-422.76	0		8.19	-73.24	0
3.1	0.1	0		0	0	160		0.25	-8.75	-0.81		16	-496	0		5.54	-431.4	0		10.46	-64.6	0
3.1	0.1	0		0	0	180		0.31	-10.38	-0.38		18	-558	0		12.17	-505.39	0		5.83	-52.61	0
3.1	0.1	0		0	0	180		0.25	-9.94	-0.38		18	-558	0		13.81	-484.64	0		4.19	-73.36	0
3.1	0.1	0		0	0	180		0.31	-9.88	-0.38		18	-558	0		10.67	-481.1	0		7.33	-76.9	0
3.1	0.1	0		0	0	200		0.31	-11.19	-0.38		20	-620	0		14.59	-544.86	0		5.41	-75.14	0
3.1	0.1	0		0	0	200		0.44	-11.25	-0.44		20	-620	0		8.21	-547.53	0		11.79	-72.47	0
3.1	0.1	0		0	0	200		0.44	-11.75	-0.5		20	-620	0		9.03	-572.46	0		10.97	-47.54	0
3.1	0.1	0		0	0	220		0.38	-12.88	-0.56		22	-682	0		14.65	-628.26	0		7.35	-53.74	0
3.1	0.1	0		0	0	220		0.44	-12.25	-0.44		22	-682	0		11.19	-596.12	0		10.81	-85.88	0
3.1	0.1	0		0	0	220		0.38	-13.38	-0.62		22	-682	0		15.47	-653.19	0		6.53	-28.81	0
3.1	0.1	0		0	0	240		0.38	-12.81	-0.88		24	-744	0		11.09	-628.41	0		12.91	-115.59	0
3.1	0.1	0		0	0	240		0.56	-15.25	-0.38		24	-744	0		14.93	-740.23	0		9.07	-3.77	0
3.1	0.1	0		0	0	240		0.5	-15	-0.44		24	-744	0		16.45	-729.23	0		7.55	-14.77	0
3.1	0.1	0		0	0	260		0.44	-16	-0.56		26	-806	0		21.02	-779.59	0		4.98	-26.41	0
3.1	0.1	0		0	0	260		0.62	-16	-1.38		26	-806	0		3.42	-786.37	0		22.58	-19.63	0
3.1	0.1	0		0	0	260		0.62	-16.56	-1		26	-806	0		9.15	-809.87	0		16.85	3.87	0
3.1	0.1	0		0	0	280		0.62	-17.19	-1.12		28	-868	0		9.66	-841.51	0		18.34	-26.49	0
3.1	0.1	0		0	0	280		0.69	-16.62	-1.75		28	-868	0		-1.71	-820.06	0		29.71	-47.94	0
3.1	0.1	0		0	0	280		0.62	-17	-1.31		28	-868	0		7.08	-834.32	0		20.92	-33.68	0
3.1	-0.2	0		0	0	20		0.12	-0.88	0		-4	-62	0		-3.28	-41.5	0		-0.72	-20.5	0
3.1	-0.2	0		0	0	20		0.19	-0.94	0		-4	-62	0		-6.04	-44.04	0		2.04	-17.96	0
3.1	-0.2	0		0	0	20		0.12	-0.81	0		-4	-62	0		-3.47	-38.47	0		-0.53	-23.53	0
3.1	-0.2	0		0	0	40		0.31	-1.81	-0.06		-8	-124	0		-9.99	-86.18	0		1.99	-37.82	0
3.1	-0.2	0		0	0	40		0.25	-1.81	-0.06		-8	-124	0		-7.05	-86.68	0		-0.95	-37.32	0
3.1	-0.2	0		0	0	40		0.19	-1.81	0		-8	-124	0		-3.43	-86.55	0		-4.57	-37.45	0
3.1	-0.2	0		0	0	60		0.44	-3.06	-0.12		-12	-186	0		-12.83	-146.54	0		0.83	-39.46	0
3.1	-0.2	0		0	0	60		0.38	-2.75	-0.06		-12	-186	0		-10.14	-131.22	0		-1.86	-54.78	0
3.1	-0.2	0		0	0	60		0.5	-2.94	-0.06		-12	-186	0		-15.47	-139.32	0		3.47	-46.68	0
3.1	-0.2	0		0	0	80		0.38	-3.38	-0.12		-16	-248	0		-8.95	-162.23	0		-7.05	-85.77	0
3.1	-0.2	0		0	0	80		0.56	-3.75	-0.06		-16	-248	0		-15.99	-178.3	0		-0.01	-69.7	0
3.1	-0.2	0		0	0	80		0.5	-3.94	-0.19		-16	-248	0		-13.84	-189.19	0		-2.16	-58.81	0
3.1	-0.2	0		0	0	100		0.94	-5.25	-0.12		-20	-310	0		-29.85	-248.79	0		9.85	-61.21	0
3.1	-0.2	0		0	0	100		0.75	-4.81	-0.38		-20	-310	0		-25.03	-231.6	0		5.03	-78.4	0
3.1	-0.2	0		0	0	100		0.69	-5.19	-0.12		-20	-310	0		-18.27	-247.77	0		-1.73	-62.23	0
3.1	-0.2	0		0	0	120		0.94	-6.38	-0.19		-24	-372	0		-27.18	-304.09	0		3.18	-67.91	0
3.1	-0.2	0		0	0	120		0.88	-6.12	-0.19		-24	-372	0		-24.98	-292.44	0		0.98	-79.56	0
3.1	-0.2	0		0	0	120		0.94	-6.12	-0.25		-24	-372	0		-28.6	-292.58	0		4.6	-79.42	0
3.1	-0.2	0		0	0	140		1.12	-7.06	-0.25		-28	-434	0		-34.63	-336.61	0		6.63	-97.39	0
3.1	-0.2	0		0	0	140		1.06	-7	-0.25		-28	-434	0		-31.87	-334.08	0		3.87	-99.92	0
3.1	-0.2	0		0	0	140		1.25	-7.69	-0.25		-28	-434	0		-38.66	-365.97	0		10.66	-68.03	0
3.1	-0.2	0		0	0	160		1.38	-8.75	-0.38		-32	-496	0		-42.73	-417.86	0		10.73	-78.14	0
3.1	-0.2	0		0	0	160		1.19	-8.38	-0.31		-32	-496	0		-34.34	-400.52	0		2.34	-95.48	0
3.1	-0.2	0		0	0	160		1.38	-9.06	-0.38		-32	-496	0		-41.79	-433.04	0		9.79	-62.96	0
3.1	-0.2	0		0	0	180		1.75	-10.31	-1.19		-36	-558	0		-64.5	-499.04	0		28.5	-58.96	0
3.1	-0.2	0		0	0	180		1.44	-9.44	-0.38		-36	-558	0		-43.62	-450.76	0		7.62	-107.24	0
3.1	-0.2	0		0	0	180		1.56	-10.06	-0.25		-36	-558	0		-46.29	-478.84	0		10.29	-79.16	0
3.1	-0.2	0		0	0	200		1.94	-11.81	-0.31		-40	-620	0		-59.41	-561.48	0		19.41	-58.52	0
3.1	-0.2	0		0	0	200		1.75	-11.25	-0.38		-40	-620	0		-52.93	-536.3	0		12.93	-83.7	0
3.1	-0.2	0		0	0	200		1.94	-11.56	-0.38		-40	-620	0		-60.83	-549.97	0		20.83	-70.03	0
3.1	-0.2	0		0	0	220		0.12	-12.81	-1.56		-44	-682	0		15.44	-637.45	0		-59.44	-44.55	0
3.1	-0.2	0		0	0	220		0.25	-13	-0.94		-44	-682	0		16.86	-639.17	0		-60.86	-42.83	0
3.1	-0.2	0		0	0	220		0.19	-12.88	-1.12		-44	-682	0		17.41	-635.52	0		-61.41	-46.48	0
3.1	-0.2	0		0	0	240		0.56	-14.75	-0.56		-48	-744	0		11.41	-717.85	0		-59.41	-26.15	0
3.1	-0.2	0		0	0	240		0.62	-14.56	-1.06		-48	-744	0		2.51	-713.34	0		-50.51	-30.66	0
3.1	-0.2	0		0	0	240		0.38	-14.5	-1.88		-48	-744	0		5.33	-720.61	0		-53.33	-23.39	0
3.1	-0.2	0		0	0	260		0.81	-16.38	-1		-52	-806	0		-0.24	-799.25	0		-51.76	-6.75	0
3.1	-0.2	0		0	0	260		0.94	-16.75	-0.25		-52	-806	0		3.08	-808.81	0		-55.08	2.81	0
3.1	-0.2	0		0	0	260		0.88	-16.44	-0.94		-52	-806	0		-2.33	-801.14	0		-49.67	-4.86	0
2.6	0.4	0		0	0	20		-0.12	-0.62	0		8	-52	0		7.75	-31.38	0		0.25	-20.62	0
2.6	0.4	0		0	0	20		-0.06	-0.62	-0.06		8	-52	0		4.13	-31.51	0		3.87	-20.49	0
2.6	0.4	0		0	0	20		-0.12	-0.75	0		8	-52	0		8.12	-37.45	0		-0.12	-14.55	0
2.6	0.4	0		0	0	40		-0.19	-1.44	-0.19		16	-104	0		11.09	-73.27	0		4.91	-30.73	0
2.6	0.4	0		0	0	40		-0.19	-1.44	-0.06		16	-104	0		12.44	-71.99	0		3.56	-32.01	0
2.6	0.4	0		0	0	40		-0.19	-1.38	-0.06		16	-104	0		12.26	-68.96	0		3.74	-35.04	0
2.6	0.4	0		0	0	60		-0.38	-2.12	-0.12		24	-156	0		22.65	-107.55	0		1.35	-48.45	0
2.6	0.4	0		0	0	60		-0.38	-2.12	-0.12		24	-156	0		22.65	-107.55	0		1.35	-48.45	0
2.6	0.4	0		0	0	60		-0.25	-2.12	-0.12		24	-156	0		16.76	-106.54	0		7.24	-49.46	0
2.6	0.4	0		0	0	80		-0.38	-2.88	0.06		32	-208	0		26.91	-142.08	0		5.09	-65.92	0
2.6	0.4	0		0	0	80		-0.31	-3	-0.38		32	-208	0		19.62	-152.11	0		12.38	-55.89	0
2.6	0.4	0		0	0	80		-0.31	-2.81	-0.19		32	-208	0		21.08	-141.08	0		10.92	-66.92	0
2.6	0.4	0		0	0	100		-0.44	-3.69	-0.19		40	-260	0		29.58	-184.61	0		10.42	-75.39	0
2.6	0.4	0		0	0	100		-0.38	-3.5	-0.12		40	-260	0		26.75	-174.35	0		13.25	-85.65	0
2.6	0.4	0		0	0	100		-0.5	-3.75	-0.12		40	-260	0		33.38	-187.51	0		6.62	-72.49	0
2.6	0.4	0		0	0	120		-0.38	-4.44	-0.25		48	-312	0		28.19	-221.18	0		19.81	-90.82	0
2.6	0.4	0		0	0	120		-0.5	-4.88	-0.19		48	-312	0		36.06	-242.81	0		11.94	-69.19	0
2.6	0.4	0		0	0	120		-0.56	-4.88	-0.5		48	-312	0		35.63	-246.5	0		12.37	-65.5	0
2.6	0.4	0		0	0	140		-0.5	-5.19	-0.62		56	-364	0		32.27	-262.45	0		23.73	-101.55	0
2.6	0.4	0		0	0	140		-0.69	-5.56	-0.12		56	-364	0		47.62	-277.09	0		8.38	-86.91	0
2.6	0.4	0		0	0	140		-0.69	-5.5	-0.25		56	-364	0		46.08	-275.33	0		9.92	-88.67	0
2.6	0.4	0		0	0	160		-0.62	-6.06	-0.31		64	-416	0		44.14	-302.79	0		19.86	-113.21	0
2.6	0.4	0		0	0	160		-0.81	-6.56	-0.31		64	-416	0		54.46	-328.6	0		9.54	-87.4	0
2.6	0.4	0		0	0	160		-0.88	-6.5	-0.31		64	-416	0		57.22	-326.06	0		6.78	-89.94	0
2.6	0.4	0		0	0	180		-1.06	-7.5	-0.25		72	-468	0		69.71	-375.52	0		2.29	-92.48	0
2.6	0.4	0		0	0	180		-0.88	-7.5	-0.5		72	-468	0		58.18	-376.56	0		13.82	-91.44	0
2.6	0.4	0		0	0	180		-0.69	-7.62	-0.38		72	-468	0		51.07	-379.85	0		20.93	-88.15	0
2.6	0.4	0		0	0	200		-1	-7.94	-0.62		80	-520	0		64.02	-400.1	0		15.98	-119.9	0
2.6	0.4	0		0	0	200		-1.06	-8.69	-0.06		80	-520	0		75.27	-431.31	0		4.73	-88.69	0
2.6	0.4	0		0	0	200		-1	-8.62	-0.31		80	-520	0		69.44	-430.32	0		10.56	-89.68	0
2.6	0.4	0		0	0	220		-1.25	-9.5	-0.44		88	-572	0		82.48	-476.12	0		5.52	-95.88	0
2.6	0.4	0		0	0	220		-1.12	-9.62	-0.44		88	-572	0		76.96	-481.19	0		11.04	-90.81	0
2.6	0.4	0		0	0	220		-1.06	-9.62	-0.12		88	-572	0		77.39	-477.5	0		10.61	-94.5	0
2.6	0.4	0		0	0	240		-1.25	-10.56	-0.12		96	-624	0		89.02	-524.56	0		6.98	-99.44	0
2.6	0.4	0		0	0	240		-1.38	-10.44	-1		96	-624	0		85.09	-528.42	0		10.91	-95.58	0
2.6	0.4	0		0	0	240		-1.19	-10.44	-0.44		96	-624	0		82.33	-521.17	0		13.67	-102.83	0
2.6	0.4	0		0	0	260		-1.38	-11.44	-0.5		104	-676	0		93.47	-571.91	0		10.53	-104.09	0
2.6	0.4	0		0	0	260		-1.38	-11.81	-0.5		104	-676	0		94.59	-590.13	0		9.41	-85.87	0
2.6	0.4	0		0	0	260		-1.38	-12.06	-1.12		104	-676	0		88.58	-608.65	0		15.42	-67.35	0
2.6	0.4	0		0	0	280		-1.44	-13	-1.12		112	-728	0		94.32	-654.7	0		17.68	-73.3	0
2.6	0.4	0		0	0	280		-1.56	-13.44	-0.81		112	-728	0		104.89	-673.78	0		7.11	-54.22	0
2.6	0.4	0		0	0	280		-1.25	-13.5	-0.56		112	-728	0		93.06	-671.75	0		18.94	-56.25	0
2.6	0.4	0		0	0	300		-1.62	-14.62	-0.56		120	-780	0		114.07	-729.43	0		5.93	-50.57	0
2.6	0.4	0		0	0	300		-1.38	-14.5	-0.75		120	-780	0		99.9	-723.25	0		20.1	-56.75	0
2.6	0.4	0		0	0	300		-1.56	-14.44	-0.69		120	-780	0		109.22	-721.09	0		10.78	-58.91	0
2.6	0.1	0		0	0	20		0	-0.56	0		2	-52	0		1.68	-27.33	0		0.32	-24.67	0
2.6	0.1	0		0	0	20		0.06	-0.69	0		2	-52	0		-0.89	-32.9	0		2.89	-19.1	0
2.6	0.1	0		0	0	20		0	-0.69	0		2	-52	0		2.05	-33.4	0		-0.05	-18.6	0
2.6	0.1	0		0	0	40		0.06	-1.62	-0.06		4	-104	0		1.23	-79.09	0		2.77	-24.91	0
2.6	0.1	0		0	0	40		0.06	-1.5	-0.06		4	-104	0		0.85	-73.01	0		3.15	-30.99	0
2.6	0.1	0		0	0	40		0.06	-1.5	-0.06		4	-104	0		0.85	-73.01	0		3.15	-30.99	0
2.6	0.1	0		0	0	60		0.12	-2.25	-0.06		6	-156	0		0.15	-108.95	0		5.85	-47.05	0
2.6	0.1	0		0	0	60		0.19	-2.19	-0.06		6	-156	0		-2.98	-105.41	0		8.98	-50.59	0
2.6	0.1	0		0	0	60		0.06	-2.12	0		6	-156	0		3.39	-102.74	0		2.61	-53.26	0
2.6	0.1	0		0	0	80		0.25	-3.06	-0.12		8	-208	0		-3.99	-148.05	0		11.99	-59.95	0
2.6	0.1	0		0	0	80		0.19	-2.44	-0.12		8	-208	0		-2.91	-118.19	0		10.91	-89.81	0
2.6	0.1	0		0	0	80		0.19	-2.94	-0.06		8	-208	0		-0.75	-141.85	0		8.75	-66.15	0
2.6	0.1	0		0	0	100		0.19	-3.75	-0.06		10	-260	0		1.67	-181.32	0		8.33	-78.68	0
2.6	0.1	0		0	0	100		0.19	-3.88	-0.06		10	-260	0		2.05	-187.4	0		7.95	-72.6	0
2.6	0.1	0		0	0	100		0.19	-3.69	-0.12		10	-260	0		0.81	-178.92	0		9.19	-81.08	0
2.6	0.1	0		0	0	120		0.31	-4.69	-0.62		12	-312	0		-7.49	-231.6	0		19.49	-80.4	0
2.6	0.1	0		0	0	120		0.38	-5	-0.12		12	-312	0		-4.11	-241.18	0		16.11	-70.82	0
2.6	0.1	0		0	0	120		0.25	-4.88	-0.19		12	-312	0		0.74	-236.75	0		11.26	-75.25	0
2.6	0.1	0		0	0	140		0.38	-5.69	-1.19		14	-364	0		-13.53	-285.42	0		27.53	-78.58	0
2.6	0.1	0		0	0	140		0.19	-5.56	-0.25		14	-364	0		5.05	-271.3	0		8.95	-92.7	0
2.6	0.1	0		0	0	140		0.38	-5.88	0.19		14	-364	0		1.88	-280.51	0		12.12	-83.49	0
2.6	0.1	0		0	0	160		0.38	-6.44	-0.25		16	-416	0		-1.17	-312.3	0		17.17	-103.7	0
2.6	0.1	0		0	0	160		0.38	-6.81	-0.31		16	-416	0		-0.73	-331.16	0		16.73	-84.84	0
2.6	0.1	0		0	0	160		0.5	-6.69	-0.31		16	-416	0		-6.99	-324.07	0		22.99	-91.93	0
2.6	0.1	0		0	0	180		0.5	-7.88	-0.31		18	-468	0		-3.45	-381.77	0		21.45	-86.23	0
2.6	0.1	0		0	0	180		0.56	-8	-0.69		18	-468	0		-10.06	-391.17	0		28.06	-76.83	0
2.6	0.1	0		0	0	180		0.56	-7.75	-0.38		18	-468	0		-7.44	-375.83	0		25.44	-92.17	0
2.6	0.1	0		0	0	200		0.5	-8.75	-0.56		20	-520	0		-3.54	-426.84	0		23.54	-93.16	0
2.6	0.1	0		0	0	200		0.56	-9.25	-0.69		20	-520	0		-6.34	-451.9	0		26.34	-68.1	0
2.6	0.1	0		0	0	200		0.44	-8.62	-0.31		20	-520	0		1.73	-418.72	0		18.27	-101.28	0
2.6	0.1	0		0	0	220		0.56	-10.25	-0.56		22	-572	0		-2.01	-499.21	0		24.01	-72.79	0
2.6	0.1	0		0	0	220		0.38	-9.44	-0.31		22	-572	0		7.1	-458.7	0		14.9	-113.3	0
2.6	0.1	0		0	0	220		0.56	-10	-0.44		22	-572	0		-1.4	-485.79	0		23.4	-86.21	0
2.6	0.1	0		0	0	240		0.75	-11.44	-0.69		24	-624	0		-8.65	-556.67	0		32.65	-67.33	0
2.6	0.1	0		0	0	240		0.62	-11.25	-0.38		24	-624	0		0.06	-545.38	0		23.94	-78.62	0
2.6	0.1	0		0	0	240		0.62	-11.06	-0.31		24	-624	0		0.17	-535.63	0		23.83	-88.37	0
2.6	0.1	0		0	0	260		0.88	-13.12	-1		26	-676	0		-12.88	-640.84	0		38.88	-35.16	0
2.6	0.1	0		0	0	260		0.69	-12.31	-1.06		26	-676	0		-7.14	-603.51	0		33.14	-72.49	0
2.6	0.1	0		0	0	260		0.69	-12.56	-0.44		26	-676	0		0.35	-609.28	0		25.65	-66.72	0
2.6	0.1	0		0	0	280		0.75	-13.88	-0.19		28	-728	0		4.02	-670	0		23.98	-58	0
2.6	0.1	0		0	0	280		0.88	-14.25	-2.19		28	-728	0		-22.34	-707.61	0		50.34	-20.39	0
2.6	0.1	0		0	0	280		1	-14	-0.56		28	-728	0		-11.43	-677.88	0		39.43	-50.12	0
2.6	0.1	0		0	0	300		1.06	-15.38	-1		30	-780	0		-15	-748.64	0		45	-31.36	0
2.6	0.1	0		0	0	300		0.88	-15.38	-1.62		30	-780	0		-12.92	-756.53	0		42.92	-23.47	0
2.6	0.1	0		0	0	300		0.81	-15.31	-0.56		30	-780	0		1.31	-743.16	0		28.69	-36.84	0
2.6	0.1	0		0	0	320		1	-16.12	-0.69		32	-832	0		-6.45	-782.4	0		38.45	-49.6	0
2.6	0.1	0		0	0	320		1.06	-15.94	-0.69		32	-832	0		-9.95	-772.79	0		41.95	-59.21	0
2.6	0.1	0		0	0	320		1	-15.44	-0.62		32	-832	0		-7.82	-748.36	0		39.82	-83.64	0
2.6	-0.2	0		0	0	20		0.06	-0.56	0		-4	-52	0		-1.27	-26.83	0		-2.73	-25.17	0
2.6	-0.2	0		0	0	20		0.06	-0.69	0		-4	-52	0		-0.89	-32.9	0		-3.11	-19.1	0
2.6	-0.2	0		0	0	20		0.06	-0.56	0		-4	-52	0		-1.27	-26.83	0		-2.73	-25.17	0
2.6	-0.2	0		0	0	40		0.25	-1.62	0		-8	-104	0		-6.93	-76.94	0		-1.07	-27.06	0
2.6	-0.2	0		0	0	40		0.25	-1.44	0		-8	-104	0		-7.49	-67.83	0		-0.51	-36.17	0
